Carimbo de data/hora,TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO,Você trabalha e/ou estuda na área de tecnologia?,Quais são as suas áreas de atuação?,Quanto tempo de experiência profissional você possui na área de tecnologia?,Você utiliza ferramentas de IAs conversacionais e de geração de código profissionalmente?,Para quais propósitos você utiliza IAs conversacionais e de geração de código profissionalmente?,Há quanto tempo você começou a utilizar as seguintes ferramentas de IA? [ChatGPT],Há quanto tempo você começou a utilizar as seguintes ferramentas de IA? [Bing Chat],Há quanto tempo você começou a utilizar as seguintes ferramentas de IA? [GitHub Copilot],Há quanto tempo você começou a utilizar as seguintes ferramentas de IA? [Tabnine],"Caso tenha utilizado IAs que não foram citadas acima, informe-as abaixo e indique há quando tempo você começou a utilizá-las.",Qual a sua frequência média de uso das seguintes ferramentas de IA profissionalmente? [ChatGPT],Qual a sua frequência média de uso das seguintes ferramentas de IA profissionalmente? [Bing Chat],Qual a sua frequência média de uso das seguintes ferramentas de IA profissionalmente? [GitHub Copilot],Qual a sua frequência média de uso das seguintes ferramentas de IA profissionalmente? [Tabnine],"Caso tenha utilizado IAs que não foram citadas acima, informe-as abaixo e indique a frequência de uso.","Complete a seguinte frase de acordo com a sua percepção e experiência:
10/05/2023 20:08:46,Aceito participar,Sim,Ciência de Dados,Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Auxílio na escrita de testes automáticos, Auxílio na escrita de textos em linguagem natural, como documentação e descrições, Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Diariamente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Negativamente,"Parcialmente negativo - Apesar do uso de ferramentas de IA terem seus pontos positivos no trabalho, a perda de empregos consequente do uso dessas tecnologias torna a prática indesejável.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
10/05/2023 20:11:18,Aceito participar,Sim,"Desenvolvimento de Software, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Não,,,,,,,,,,,,,,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.",Totalmente otimista - Ferramentas de IAs são bastante promissoras e auxiliarão cada vez mais as pessoas em mais atividades pessoais e profissionais.
10/05/2023 20:12:46,Aceito participar,Sim,"Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Entre 2 e 4 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Mais que 3 anos,Nunca utilizei,,Raramente,Nunca utilizei,Semanalmente,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.",Neutro - Não tenho opinião a respeito.,"Relativamente pessimista - Ferramentas de IAs têm certos benefícios, mas trazem impactos negativos para a sociedade que desencorajam o seu uso e desenvolvimento."
10/05/2023 20:14:53,Aceito participar,Sim,"Infraestrutura e DevOps, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de textos em linguagem natural, como documentação e descrições, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Mensalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Não afetou,Não afetou,"Parcialmente negativo - Apesar do uso de ferramentas de IA terem seus pontos positivos no trabalho, a perda de empregos consequente do uso dessas tecnologias torna a prática indesejável.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.","Relativamente pessimista - Ferramentas de IAs têm certos benefícios, mas trazem impactos negativos para a sociedade que desencorajam o seu uso e desenvolvimento."
10/05/2023 20:18:17,Aceito participar,Sim,Desenvolvimento de Software,Entre 2 e 4 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Diariamente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
10/05/2023 20:20:39,Aceito participar,Sim,Desenvolvimento de Software,Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Diariamente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Não afetou,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.",Neutro - Não tenho opinião a respeito.,"Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
10/05/2023 20:30:59,Aceito participar,Sim,"Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Entre 4 e 6 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Auxílio na escrita de textos em linguagem natural, como documentação e descrições, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Semanalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.",Totalmente otimista - Ferramentas de IAs são bastante promissoras e auxiliarão cada vez mais as pessoas em mais atividades pessoais e profissionais.
10/05/2023 20:58:08,Aceito participar,Sim,Desenvolvimento de Software,Mais que 8 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Semanalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Muito positivamente,Positivamente,Neutro - Não tenho opinião a respeito.,"Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
10/05/2023 21:10:05,Aceito participar,Sim,"Desenvolvimento de Software, Ciência de Dados",Entre 2 e 4 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Auxílio na escrita de textos em linguagem natural, como documentação e descrições",Mais que 3 anos,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Mensalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Positivamente,"Totalmente positivo - A utilização de IAs no mercado de trabalho será feita apenas de forma ferramental, haverá perda de emprego mínima e muitos novos cargos irão surgir no lugar.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.",Totalmente otimista - Ferramentas de IAs são bastante promissoras e auxiliarão cada vez mais as pessoas em mais atividades pessoais e profissionais.
10/05/2023 21:34:47,Aceito participar,Sim,Desenvolvimento de Software,Menos que 2 anos,Sim,"Auxílio na escrita de textos em linguagem natural, como documentação e descrições, Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Semanalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Não afetou,"Parcialmente negativo - Apesar do uso de ferramentas de IA terem seus pontos positivos no trabalho, a perda de empregos consequente do uso dessas tecnologias torna a prática indesejável.","Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.",Neutro - Não tenho opinião a respeito.
10/05/2023 21:38:40,Aceito participar,Sim,"Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Resolução de dúvidas",Nunca utilizei,Nunca utilizei,Menos de 1 ano,Nunca utilizei,,Raramente,Nunca utilizei,Diariamente,Nunca utilizei,,Não afetou,Não afetou,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
10/05/2023 21:41:06,Aceito participar,Sim,"Desenvolvimento de Software, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Não,,,,,,,,,,,,,,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.",Neutro - Não tenho opinião a respeito.,Totalmente otimista - Ferramentas de IAs são bastante promissoras e auxiliarão cada vez mais as pessoas em mais atividades pessoais e profissionais.
10/05/2023 22:00:22,Aceito participar,Sim,"Desenvolvimento de Software, Inteligência Artificial, Ciência de Dados",Menos que 2 anos,Sim,Aprendizado de novos assuntos e tecnologias,Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Diariamente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Muito positivamene,"Totalmente positivo - A utilização de IAs no mercado de trabalho será feita apenas de forma ferramental, haverá perda de emprego mínima e muitos novos cargos irão surgir no lugar.",Neutro - Não tenho opinião a respeito.,Totalmente otimista - Ferramentas de IAs são bastante promissoras e auxiliarão cada vez mais as pessoas em mais atividades pessoais e profissionais.
10/05/2023 22:22:22,Aceito participar,Sim,Desenvolvimento de Software,Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Auxílio na escrita de textos em linguagem natural, como documentação e descrições, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Semanalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Muito positivamente,Positivamente,Neutro - Não tenho opinião a respeito.,Neutro - Não tenho opinião a respeito.,Neutro - Não tenho opinião a respeito.
10/05/2023 22:26:08,Aceito participar,Sim,"Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Debugging e investigação de problemas",Nunca utilizei,Nunca utilizei,Menos de 1 ano,Nunca utilizei,,Nunca utilizei,Nunca utilizei,Raramente,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente negativo - Apesar do uso de ferramentas de IA terem seus pontos positivos no trabalho, a perda de empregos consequente do uso dessas tecnologias torna a prática indesejável.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.",Neutro - Não tenho opinião a respeito.
10/05/2023 22:48:13,Aceito participar,Sim,"Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Mensalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
11/05/2023 00:09:26,Aceito participar,Sim,"Desenvolvimento de Software, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Entre 4 e 6 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Menos de 1 ano,Nunca utilizei,,Semanalmente,Nunca utilizei,Mensalmente,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente negativo - Apesar do uso de ferramentas de IA terem seus pontos positivos no trabalho, a perda de empregos consequente do uso dessas tecnologias torna a prática indesejável.",Neutro - Não tenho opinião a respeito.,"Relativamente pessimista - Ferramentas de IAs têm certos benefícios, mas trazem impactos negativos para a sociedade que desencorajam o seu uso e desenvolvimento."
11/05/2023 01:17:48,Aceito participar,Sim,Desenvolvimento de Software,Entre 4 e 6 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Semanalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Muito positivamente,Muito positivamene,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.",Neutro - Não tenho opinião a respeito.,Totalmente otimista - Ferramentas de IAs são bastante promissoras e auxiliarão cada vez mais as pessoas em mais atividades pessoais e profissionais.
11/05/2023 07:08:48,Aceito participar,Sim,"Gerência de Projetos, Ciência de Dados",Mais que 8 anos,Sim,"Auxílio na escrita de código, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Menos de 1 ano,Nunca utilizei,,Semanalmente,Nunca utilizei,Semanalmente,Nunca utilizei,,Positivamente,Não afetou,"Totalmente positivo - A utilização de IAs no mercado de trabalho será feita apenas de forma ferramental, haverá perda de emprego mínima e muitos novos cargos irão surgir no lugar.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.",Totalmente otimista - Ferramentas de IAs são bastante promissoras e auxiliarão cada vez mais as pessoas em mais atividades pessoais e profissionais.
11/05/2023 07:09:28,Aceito participar,Não,,,,,,,,,,,,,,,,,,,
11/05/2023 07:31:03,Aceito participar,Sim,"Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Entre 2 e 4 anos,Não,,,,,,,,,,,,,,Neutro - Não tenho opinião a respeito.,"Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.",Neutro - Não tenho opinião a respeito.
11/05/2023 07:31:53,Aceito participar,Sim,"Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Entre 2 e 4 anos,Não,,,,,,,,,,,,,,"Parcialmente negativo - Apesar do uso de ferramentas de IA terem seus pontos positivos no trabalho, a perda de empregos consequente do uso dessas tecnologias torna a prática indesejável.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.","Relativamente pessimista - Ferramentas de IAs têm certos benefícios, mas trazem impactos negativos para a sociedade que desencorajam o seu uso e desenvolvimento."
11/05/2023 07:56:48,Aceito participar,Sim,Gerência de Projetos,Menos que 2 anos,Sim,"Auxílio na escrita de código, Auxílio na escrita de textos em linguagem natural, como documentação e descrições, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Mensalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Não afetou,"Parcialmente negativo - Apesar do uso de ferramentas de IA terem seus pontos positivos no trabalho, a perda de empregos consequente do uso dessas tecnologias torna a prática indesejável.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.","Relativamente pessimista - Ferramentas de IAs têm certos benefícios, mas trazem impactos negativos para a sociedade que desencorajam o seu uso e desenvolvimento."
11/05/2023 08:59:06,Aceito participar,Sim,"Gerência de Projetos, Desenvolvimento de Software, Inteligência Artificial, Ciência de Dados, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Entre 2 e 4 anos,Sim,"Auxílio na escrita de código, Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Diariamente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.",Totalmente otimista - Ferramentas de IAs são bastante promissoras e auxiliarão cada vez mais as pessoas em mais atividades pessoais e profissionais.
11/05/2023 09:08:05,Aceito participar,Sim,"Desenvolvimento de Software, Ciência de Dados, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Sim,"Auxílio na escrita de textos em linguagem natural, como documentação e descrições",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Mensalmente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Muito positivamene,"Totalmente positivo - A utilização de IAs no mercado de trabalho será feita apenas de forma ferramental, haverá perda de emprego mínima e muitos novos cargos irão surgir no lugar.","Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
11/05/2023 10:08:09,Aceito participar,Sim,Infraestrutura e DevOps,Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Menos de 1 ano,Nunca utilizei,Nunca utilizei,,Semanalmente,Raramente,Nunca utilizei,Nunca utilizei,,Muito positivamente,Positivamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
11/05/2023 10:14:01,Aceito participar,Sim,Desenvolvimento de Software,Entre 2 e 4 anos,Sim,"Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Raramente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Muito negativamente,Muito positivamene,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.",Neutro - Não tenho opinião a respeito.,Neutro - Não tenho opinião a respeito.
11/05/2023 16:28:25,Aceito participar,Sim,"Desenvolvimento de Software, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Auxílio na escrita de testes automáticos, Auxílio na escrita de textos em linguagem natural, como documentação e descrições, Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Diariamente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Negativamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
11/05/2023 20:56:37,Aceito participar,Sim,"Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Diariamente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Muito positivamente,Muito positivamene,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.",Neutro - Não tenho opinião a respeito.,"Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
14/05/2023 17:38:27,Aceito participar,Sim,Desenvolvimento de Software,Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Auxílio na escrita de testes automáticos, Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Diariamente,Nunca utilizei,Nunca utilizei,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente positivo - É possível que algumas complicações legais e éticas isoladas surjam pelo uso dessas tecnologias, mas a grande maioria do mercado não sofrerá esses problemas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
15/05/2023 07:07:37,Aceito participar,Sim,"Gerência de Projetos, Desenvolvimento de Software, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Não,,,,,,,,,,,,,,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
16/05/2023 10:29:17,Aceito participar,Sim,"Desenvolvimento de Software, Infraestrutura e DevOps, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Auxílio na escrita de testes automáticos, Auxílio na escrita de textos em linguagem natural, como documentação e descrições, Debugging e investigação de problemas, Resolução de dúvidas",Menos de 1 ano,Menos de 1 ano,Nunca utilizei,Nunca utilizei,,Semanalmente,Raramente,Nunca utilizei,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente negativo - Apesar do uso de ferramentas de IA terem seus pontos positivos no trabalho, a perda de empregos consequente do uso dessas tecnologias torna a prática indesejável.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.","Relativamente pessimista - Ferramentas de IAs têm certos benefícios, mas trazem impactos negativos para a sociedade que desencorajam o seu uso e desenvolvimento."
16/05/2023 14:06:49,Aceito participar,Sim,"Desenvolvimento de Software, Ciência de Dados",Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Resolução de dúvidas",Menos de 1 ano,Menos de 1 ano,Menos de 1 ano,Menos de 1 ano,,Semanalmente,Nunca utilizei,Raramente,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."
16/05/2023 15:51:17,Aceito participar,Sim,"Ciência de Dados, Ensino e aprendizado (professor(a), monitor(a) ou estudante)",Menos que 2 anos,Sim,"Aprendizado de novos assuntos e tecnologias, Auxílio na escrita de código, Resolução de dúvidas",Menos de 1 ano,Menos de 1 ano,Nunca utilizei,Nunca utilizei,,Mensalmente,Raramente,Nunca utilizei,Nunca utilizei,,Positivamente,Positivamente,"Parcialmente positivo - Alguns empregos podem deixar de existir, mas o mercado em geral se beneficiará com os novos cargos impulsionados por essas tecnologias.","Parcialmente negativo - Alguns problemas legais e morais do uso dessas tecnologias são prováveis, limitando a utilização desse tipo de IA, principalmente em grandes empresas.","Relativamente otimista - Ferramentas de IAs são promissoras, mas o nível de atenção e crédito que se dá a essas tecnologias atualmente não está alinhado com a realidade."